cell_id,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDBI,NDWI,BSI,VV,VH,VH_VV_diff_db,ghs_built,viirs_radiance,elevacion,pendiente_grados,poblacion,vias_long_m,dist_via_principal_m,n_edificios,area_total_m2,area_media_m2,area_std_m2,compacidad_media,es_positivo,es_negativo,etiqueta,centroid_x_utm,centroid_y_utm
1466,0.1008,0.1289,0.1483,0.1779,0.2141,0.2316,0.2157,0.2448,0.2284,0.2022,0.18516481,0.028597176,-0.25188622,0.08684363,-2.7868857410483114,-12.687260354789926,-9.900374613741615,4830,70.80162,0.7404844,1.2616602,90.68186,0.0,152.8313995527275,1.0,742.558506220226,742.558506220226,0.0,0.6662804735561701,False,True,0.0,442748.27082237665,1149847.7220254836
1467,0.1665,0.2061,0.2563,0.2841,0.2739,0.2903,0.2698,0.2935,0.322,0.3079,0.025660528,0.088205464,-0.13385166,0.13995662,-2.357190750951373,-12.884838087940238,-10.527647336988865,2865,70.80162,2.0397532,1.0620286,91.443855,201.88252131857146,158.1345595775708,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1149947.7220254836
1468,0.2057,0.2637,0.3033,0.3391,0.3455,0.3472,0.3312,0.3498,0.3921,0.3565,0.043971647,0.08419743,-0.11346444,0.12862128,-13.451694731508741,-21.633570087201342,-8.1818753556926,3332,80.806206,2.317162,2.6972625,102.37211,230.75259179601522,170.0201718188895,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1150047.7220254836
1469,0.1353,0.1761,0.2005,0.2379,0.302,0.3265,0.3256,0.3481,0.3039,0.2348,0.2377875,-0.03447179,-0.29798684,0.045063715,-7.517238971846378,-12.51349852571105,-4.996259553864672,2119,80.806206,2.6989675,1.7562836,105.1656,57.9337581882981,96.74183157790054,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1150147.7220254836
1470,0.0756,0.0893,0.0931,0.1176,0.1438,0.1563,0.1308,0.1604,0.1615,0.1347,0.16837874,0.10502913,-0.18855065,0.104555316,-8.075028500190799,-18.1017171991259,-10.026688698935102,2385,80.806206,5.109559,1.882649,106.97509,426.6076710200931,3.207523348031319,2.0,418.16597576652345,209.08298788326172,97.82373078856742,0.6399752911892629,False,True,0.0,442748.27082237665,1150247.7220254836
1471,0.1333,0.161,0.1717,0.211,0.2347,0.2493,0.2418,0.2613,0.2802,0.2744,0.1695284,0.07356323,-0.20059583,0.092865765,-6.8394386713044195,-12.67299364958034,-5.83355497827592,4473,80.806206,2.4363325,1.0524796,105.542114,648.7790903929606,34.46455107237363,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1150347.7220254836
1472,0.0898,0.114,0.1229,0.1592,0.1899,0.2072,0.1945,0.2192,0.2103,0.1875,0.22558285,0.039031617,-0.26094005,0.0791903,-9.23552430800222,-17.476415567989577,-8.240891259987357,2400,80.806206,1.2608378,2.206378,110.75946,566.9279293693635,12.99993718948205,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1150447.7220254836
1473,0.0986,0.12365,0.1433,0.1808,0.2042,0.21965,0.2158,0.2389,0.2511,0.2302,0.20189364,0.07560506,-0.27146855,0.11286679,-12.428739233649445,-20.742618156686646,-8.313878923037201,1434,82.98744,2.1949098,2.2278545,110.8148,588.9280181841463,10.260796768790415,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1150547.7220254836
1474,0.148,0.1733,0.1987,0.2255,0.2408,0.2539,0.2594,0.2821,0.3051,0.2935,0.13250385,0.08095657,-0.19898315,0.10579452,-3.98322423917411,-17.5304932626238,-13.54726902344969,827,82.98744,1.369702,1.9963145,110.33226,847.443399087972,20.78823956132579,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1150647.7220254836
1475,0.10815,0.1289,0.143,0.17195,0.18065,0.1931,0.19275,0.2131,0.2788,0.2596,0.14817572,0.1824833,-0.19850768,0.16728933,5.899185041880793,-12.74790625600458,-18.647091297885375,2064,82.98744,3.8214374,1.9505233,110.01811,817.1320618280143,43.601920573869165,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1150747.7220254836
1476,0.09685,0.1157,0.123,0.14645,0.17625,0.1928,0.2029,0.2206,0.27615,0.2468,0.24516723,0.15290676,-0.27369747,0.14222348,1.0193380878302598,-12.521737747065888,-13.541075834896148,4573,82.98744,3.8885505,1.3099542,110.203064,480.45882108425405,73.50215118638137,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1150847.7220254836
1477,0.1058,0.1229,0.13805,0.1544,0.1549,0.1684,0.1747,0.1961,0.31185,0.29985,0.117186256,0.28188264,-0.17405915,0.23192775,1.3433366349369966,-13.222506998852637,-14.565843633789633,3234,82.98744,3.4599743,1.5401587,108.791084,557.0691255615475,96.83948460947838,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1150947.7220254836
1478,0.1813,0.1941,0.2089,0.2197,0.2107,0.21765,0.2096,0.21865,0.2815,0.28255,0.0016726331,0.14640604,-0.038394835,0.11290139,-5.362312700041659,-11.593951844061937,-6.231639144020279,2995,75.13387,2.895732,1.052107,107.36933,872.5339303949266,63.65663696161047,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151047.7220254836
1479,0.1189,0.13325,0.1532,0.15935,0.1577,0.1638,0.1626,0.17075,0.2261,0.21155,0.029765658,0.16336507,-0.09920568,0.14800245,-10.207747641415652,-15.428702719960725,-5.220955078545073,4004,75.13387,3.8956409,3.9824715,108.06212,962.3794666501,7.597201448804338,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151147.7220254836
1480,0.12625,0.14425,0.15515,0.17625,0.1979,0.21135,0.1898,0.21315,0.2587,0.23115,0.10044934,0.15362322,-0.1363568,0.13399097,-6.5048814294470585,-11.857650341064952,-5.352768911617893,3814,75.13387,6.1688204,2.103219,108.37483,282.51729708541166,76.8825526094535,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151247.7220254836
1481,0.1281,0.14915,0.16775,0.17735,0.18935,0.19605,0.2022,0.21555,0.30165,0.2774,0.09312068,0.19738017,-0.15098903,0.17394026,-5.754425225789435,-12.485829191992188,-6.731403966202754,4474,75.13387,7.34186,1.908045,102.96641,659.828056093623,161.35594086276845,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151347.7220254836
1482,0.1207,0.1464,0.17335,0.1893,0.18735,0.2021,0.198,0.22225,0.31355,0.29485,0.066379406,0.22588211,-0.14982577,0.20878845,-5.450171634765637,-10.074447047063195,-4.624275412297559,4720,75.13387,9.565587,7.467068,103.09105,592.112116287062,245.82939135919955,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151447.7220254836
1483,0.0689,0.0945,0.08805,0.1246,0.2219,0.2548,0.26095,0.28395,0.24495,0.17845,0.49541545,-0.031626806,-0.46827963,0.0047522304,-7.3085755093281115,-13.631913178037895,-6.323337668709783,4006,71.22684,27.699604,6.8347054,98.69787,344.1972969386794,330.8542261568025,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151547.7220254836
1484,0.09835,0.12185,0.1276,0.1595,0.20185,0.2236,0.2162,0.257,0.2772,0.22885,0.25770795,0.12363198,-0.27910072,0.1254605,-8.6624547380775,-14.46146148071727,-5.7990067426397705,4287,71.22684,30.668236,5.4320765,95.38757,470.3487002798378,370.6333073434562,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151647.7220254836
1485,0.04645,0.07005,0.0705,0.1209,0.22565,0.2633,0.26985,0.2955,0.2328,0.142,0.5857206,-0.073709294,-0.58781993,-0.0209812,-8.509119143661213,-13.211837787365713,-4.7027186437045,1561,71.22684,57.63197,16.411219,94.616745,0.0,366.1057606890418,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151747.7220254836
1486,0.03175,0.05345,0.0457,0.1032,0.24815,0.3043,0.32205,0.3462,0.19305,0.1054,0.7514617,-0.2504368,-0.71531296,-0.19416085,-8.512830061759495,-14.981330091606019,-6.468500029846524,22,71.22684,62.21024,13.084147,84.23714,0.0,360.2636083450228,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151847.7220254836
1487,0.0275,0.05265,0.03825,0.0993,0.2541,0.3179,0.34265,0.36475,0.20865,0.10075,0.7991599,-0.24306187,-0.73362,-0.19974072,-8.73512502855384,-15.712875139515013,-6.977750110961173,0,71.22684,52.142437,22.923014,70.14316,0.0,355.4601379900038,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1151947.7220254836
1488,0.05915,0.0895,0.09595,0.15605,0.26205,0.30205,0.31035,0.3365,0.29665,0.2077,0.52768886,-0.02257003,-0.5523321,0.030310968,-9.979622808155192,-17.019089206436664,-7.039466398281473,0,34.01499,79.153915,12.327422,65.61956,0.0,352.5504227854763,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152047.7220254836
1489,0.0965,0.12205,0.12,0.15775,0.24035,0.27185,0.28305,0.2946,0.2791,0.19875,0.40454036,-0.007026594,-0.39743274,0.025107551,-8.373358510388039,-14.652958227198035,-6.2795997168099955,0,34.01499,73.08121,10.603804,61.306988,0.0,370.55123304213834,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152147.7220254836
1490,0.0741,0.10415,0.1076,0.1548,0.24205,0.2822,0.2855,0.3055,0.27795,0.19845,0.45255658,-0.013399594,-0.46541768,0.034825183,-10.792196202622273,-16.759915671773967,-5.967719469151694,2,34.01499,64.50122,20.61845,55.708427,64.35792513745247,412.70404894049693,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152247.7220254836
1491,0.0294,0.0537,0.0341,0.1033,0.2417,0.298,0.3161,0.3421,0.2085,0.1064,0.80525416,-0.20510864,-0.70957273,-0.17497025,-12.700472746488819,-19.285129687634274,-6.584656941145456,384,34.01499,97.881996,33.10123,54.274906,0.0,472.58972451240527,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152347.7220254836
1492,0.026,0.0513,0.0323,0.1011,0.2409,0.281,0.2976,0.3225,0.2111,0.0956,0.8041831,-0.17004128,-0.7059329,-0.14144622,-9.776513116495643,-15.417476117981337,-5.640963001485694,2,34.01499,112.46543,8.579391,53.348312,203.60644227453622,544.3872366409247,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152447.7220254836
1493,0.0363,0.061,0.0538,0.1094,0.2123,0.2542,0.2595,0.2959,0.2136,0.112,0.65655917,-0.09701966,-0.6193448,-0.050426144,-9.032966675238509,-14.684467164039436,-5.651500488800927,0,41.519283,106.060936,6.102835,53.21716,237.3665710152156,623.998300574908,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152547.7220254836
1494,0.0372,0.0616,0.0514,0.1126,0.2189,0.2679,0.2874,0.3062,0.2511,0.1423,0.6965761,-0.06740948,-0.64699143,-0.035241593,-7.967670779184141,-13.952897020001958,-5.985226240817816,0,41.519283,98.868256,6.7508183,52.48842,15.880044821235884,708.7949596485602,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152647.7220254836
1495,0.0412,0.0574,0.0585,0.1,0.1614,0.1913,0.1924,0.2279,0.2517,0.1482,0.5336787,0.13352853,-0.54043233,0.14086063,-8.91619359005523,-15.804624559259729,-6.888430969204499,3,41.519283,92.31133,5.9969187,53.992954,0.0,760.0014450115054,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152747.7220254836
1496,0.0748,0.1054,0.0973,0.1625,0.3032,0.3403,0.3445,0.3773,0.2939,0.1809,0.55952924,-0.07926064,-0.53145146,-0.034669973,-9.864946275900088,-17.787153746733004,-7.922207470832916,1361,41.519283,79.83825,11.69122,55.038097,454.4498070999688,744.7709013973736,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152847.7220254836
1497,0.1219,0.1513,0.1602,0.1875,0.2576,0.287,0.2924,0.3107,0.2874,0.2282,0.29209015,-0.008623655,-0.31800765,0.03863559,-1.7637816093436887,-12.554357659694201,-10.790576050350513,4022,41.519283,66.96612,5.8349304,58.601013,699.706954653644,735.9030139688872,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1152947.7220254836
1498,0.12165,0.1507,0.15505,0.2153,0.26185,0.2917,0.28325,0.30825,0.31385,0.2613,0.29249373,0.051247664,-0.30544993,0.07324325,-3.605778263372573,-11.657334725180377,-8.051556461807804,3283,58.974216,65.65892,11.071431,61.48862,702.2114700060167,739.0501765581378,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1153047.7220254836
1499,0.1416,0.1741,0.18305,0.22795,0.2624,0.2811,0.28375,0.3041,0.34825,0.3075,0.21572405,0.10205697,-0.23948893,0.110751055,-1.8233527106388625,-14.180463288927703,-12.35711057828884,4575,58.974216,63.199253,4.444109,65.972206,729.3846871564651,695.403571798248,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1153147.7220254836
1500,0.1097,0.1329,0.14,0.1705,0.2223,0.2557,0.2513,0.2847,0.3342,0.2809,0.2844365,0.14158836,-0.30817285,0.1355364,-3.4145698934634954,-15.808725215927897,-12.394155322464401,4415,58.974216,43.797928,10.053878,67.63013,548.394417689864,595.4797662415407,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1153247.7220254836
1501,0.0799,0.0981,0.101,0.1274,0.2047,0.2329,0.2368,0.2591,0.2603,0.2072,0.40201303,0.047274213,-0.41415352,0.06578177,2.3407669919461727,-11.964598923291103,-14.305365915237275,4266,58.974216,34.390957,9.811472,73.50338,523.1003211663325,495.5559606848334,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1153347.7220254836
1502,0.1145,0.1325,0.1423,0.1761,0.2013,0.2086,0.2153,0.2437,0.2897,0.2583,0.20413871,0.14732675,-0.23806787,0.13415591,-5.911939167246988,-14.118331195481492,-8.206392028234504,3943,58.974216,20.597008,7.2850647,82.366295,534.4666900166259,395.6359114051097,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1153447.7220254836
1503,0.1049,0.1299,0.1393,0.1624,0.1872,0.21185,0.2177,0.2373,0.2861,0.2359,0.21960784,0.13576815,-0.25258923,0.13743317,-5.1268237119935565,-10.782531117853384,-5.655707405859828,5745,67.29738,22.235622,13.164639,83.98222,526.9016547627214,295.7547272075053,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1153547.7220254836
1504,0.118,0.1414,0.1556,0.17,0.1962,0.2221,0.2238,0.245,0.2952,0.2748,0.17975752,0.13757223,-0.22562982,0.13752207,-1.1179343640286725,-11.514070319789806,-10.396135955761133,5202,67.29738,20.694633,11.173958,86.650475,554.3351517818586,195.88531178557614,2.0,570.2979890474924,285.1489945237462,217.4833157374925,0.7188860198474681,False,True,0.0,442748.27082237665,1153647.7220254836
1505,0.0967,0.1219,0.1228,0.1588,0.2077,0.2357,0.2258,0.2509,0.2731,0.2428,0.29546756,0.09480857,-0.2988208,0.10217148,-0.39802512275928803,-11.627181519175652,-11.229156396416364,4301,67.29738,14.659543,0.8112154,88.098145,326.08629085291966,96.0158963636469,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1153747.7220254836
1506,0.1048,0.1232,0.1358,0.1535,0.1687,0.1816,0.1862,0.2013,0.2722,0.2423,0.15652171,0.18760908,-0.2036199,0.16738196,-0.448690079454401,-13.96267384718317,-13.513983767728769,4290,67.29738,13.388012,1.4082613,91.13053,801.0257617464366,3.8535190582823096,1.0,122.93897031653508,122.93897031653508,0.0,0.5939254207875048,False,True,0.0,442748.27082237665,1153847.7220254836
1507,0.1781,0.1896,0.2013,0.2053,0.2182,0.232,0.2414,0.2589,0.3273,0.2831,0.090580545,0.15104626,-0.12018561,0.115072235,-0.4910780021639934,-13.36826245361349,-12.877184451449496,4863,67.29738,12.896358,2.6755116,91.078606,538.0632682553379,103.72293448021152,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1153947.7220254836
1508,0.0836,0.1073,0.1093,0.1522,0.1842,0.2124,0.2029,0.2372,0.3001,0.2654,0.29980782,0.19324054,-0.3081883,0.17660582,0.5964477122345502,-10.426500280696153,-11.022947992930703,4725,58.411182,9.558274,5.0217433,89.17727,331.3534950431133,203.59234990214077,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1154047.7220254836
1509,0.1007,0.1224,0.1372,0.1538,0.1734,0.1898,0.1997,0.2228,0.3089,0.2756,0.18551499,0.21470705,-0.23998758,0.1951775,-4.872984479575662,-14.237481338675257,-9.364496859099596,5644,58.411182,4.373465,0.5942659,89.85878,600.6659391702524,249.0312118131026,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1154147.7220254836
1510,0.0918,0.1058,0.1157,0.1444,0.1601,0.1854,0.1851,0.214,0.3198,0.2937,0.2307181,0.26678547,-0.2726023,0.22262776,-2.1038807422936054,-13.733251601216953,-11.629370858923348,4481,58.411182,6.114516,1.3665746,86.96525,600.7029027764349,151.30660141449135,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1154247.7220254836
1511,0.04945,0.07865,0.07715,0.1283,0.18255,0.2084,0.20885,0.22895,0.21815,0.1599,0.46048948,0.02177988,-0.45286956,0.06683526,-11.013711600644228,-17.958194337847367,-6.944482737203138,3741,58.411182,2.4020588,2.056342,87.15065,432.647413416778,52.8708651023792,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1154347.7220254836
1512,0.0792,0.097,0.1012,0.1413,0.1873,0.2059,0.2164,0.2367,0.2395,0.1974,0.36272037,0.050669014,-0.38098276,0.07087853,-1.6125358500949147,-13.78605691392136,-12.173521063826445,989,58.411182,5.484783,2.6386323,86.79094,730.8624331382202,10.909284456500739,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1154447.7220254836
1513,0.1588,0.1831,0.1942,0.2396,0.2438,0.2531,0.243,0.275,0.3712,0.374,0.111619405,0.2087268,-0.14057733,0.16914804,-10.523182682123142,-19.761871528094176,-9.238688845971033,4508,33.995937,4.4910483,1.4648801,85.41555,483.3630860293384,110.8618457001625,3.0,3733.3931813760482,1244.4643937920162,1753.9362512660484,0.7056550440829117,False,True,0.0,442748.27082237665,1154547.7220254836
1514,0.2229,0.2434,0.2593,0.2849,0.2759,0.2867,0.2713,0.2919,0.293,0.2691,0.022615898,0.038454767,-0.054206327,0.05551838,1.523957809157909,-2.8125497995914523,-4.336507608749361,3924,33.995937,3.6385186,6.2135925,84.87658,584.9926179173276,83.33593709268762,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442748.27082237665,1154647.7220254836
1515,0.1539,0.1728,0.1849,0.2052,0.2225,0.2408,0.2333,0.2508,0.276,0.2256,0.11573409,0.08384055,-0.14897807,0.086900145,-11.864370693764908,-19.374129451590953,-7.509758757826045,1487,33.995937,1.05954,1.70464,81.66628,986.7099576145766,6.633853086433127,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1154747.7220254836
1516,0.162,0.1938,0.2111,0.2294,0.2238,0.2301,0.22,0.2301,0.2875,0.2935,0.020644866,0.13300492,-0.0633156,0.13240974,-14.06688600858536,-23.041548708536112,-8.974662699950752,47,33.995937,0.88103896,2.7387393,81.87509,29.29184471002099,56.38005711821542,0.0,0.0,0.0,0.0,0.0,False,False,,442748.27082237665,1154847.7220254836
1517,0.1598,0.17185,0.16455,0.1363,0.12975,0.12055,0.1463,0.1204,0.11535,0.07965,-0.058709994,-0.1182878,0.08030801,-0.04470989,-2.428437211213077,-13.025799267826283,-10.597362056613207,195,39.675045,0.0,0.8196743,83.72702,6.049957961906384,308.89893272510955,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442848.27082237665,1148147.7220254836
1518,0.1264,0.1455,0.1545,0.1662,0.18385,0.2021,0.21245,0.2281,0.3014,0.2798,0.15792345,0.17310502,-0.18703727,0.14727905,-4.71905198291494,-13.761235746244738,-9.042183763329799,5110,39.675045,1.966521,0.7713707,82.747284,616.7980961908157,211.49168346292,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442848.27082237665,1148247.7220254836
1519,0.0905,0.1093,0.11115,0.1395,0.17565,0.19495,0.18855,0.21205,0.24715,0.22275,0.25825825,0.13449623,-0.2660735,0.124343,-7.997978265890573,-12.925870103765886,-4.927891837875313,4638,39.675045,3.6330135,0.87951577,83.13754,640.6180473107504,117.76635789606793,1.0,438.17949441959047,438.17949441959047,0.0,0.7052462983193665,False,True,0.0,442848.27082237665,1148347.7220254836
1520,0.1058,0.1245,0.1388,0.1626,0.17875,0.18165,0.1716,0.19425,0.2096,0.186,0.10567011,0.09968521,-0.15906788,0.113454744,-3.7725163576699066,-11.136800607324512,-7.364284249654605,2375,39.675045,5.982362,2.620184,81.7197,860.3140434593329,29.43063342275039,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442848.27082237665,1148447.7220254836
1521,0.1155,0.13335,0.1511,0.166,0.16515,0.17325,0.1582,0.1769,0.22845,0.21805,0.022955062,0.18168887,-0.08523408,0.16203596,-0.9300436300022756,-15.405847364107125,-14.475803734104849,3611,57.111603,3.7349591,1.5256381,81.76002,613.253704139364,18.2013430501743,5.0,3168.1173463902164,633.6234692780433,335.39659081462685,0.6364254400985266,False,True,0.0,442848.27082237665,1148547.7220254836
1522,0.11025,0.1279,0.1419,0.15685,0.1603,0.1692,0.15835,0.173,0.2093,0.19045,0.054787688,0.13858287,-0.10637555,0.13326874,-4.425696329861227,-14.709465449158312,-10.283769119297085,4762,57.111603,4.3198075,1.6116844,81.90822,784.218923576286,9.043536754947729,1.0,1281.8738019927791,1281.8738019927791,0.0,0.5908164599973759,False,True,0.0,442848.27082237665,1148647.7220254836
1523,0.13015,0.15165,0.16905,0.1801,0.19535,0.2031,0.1952,0.21035,0.2407,0.22295,0.07179136,0.10438176,-0.1255586,0.11481431,-7.040270878353635,-14.85859477772756,-7.818323899373926,3836,57.111603,5.3838973,1.880038,79.61988,584.5399343781594,8.2516018466313,3.0,1718.7240567839626,572.9080189279875,125.58553137969724,0.7101790374670459,False,True,0.0,442848.27082237665,1148747.7220254836
1524,0.10245,0.1295,0.13015,0.1651,0.2393,0.253,0.2504,0.25565,0.2097,0.1823,0.31599,-0.08845904,-0.31824166,-0.01876716,-2.020828260571188,-17.86204829182311,-15.841220031251924,3150,57.111603,5.2231784,2.9394798,79.281204,945.2053968263538,2.4548158476990016,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442848.27082237665,1148847.7220254836
1525,0.1028,0.12085,0.13135,0.1425,0.15425,0.17225,0.17625,0.18975,0.21595,0.20025,0.1459688,0.10122387,-0.1864692,0.10896464,-6.766947888796247,-12.537947959591431,-5.771000070795184,3441,57.111603,7.3061876,2.8687189,78.69597,766.663087071356,0.2670302657312835,4.0,2093.8322215432318,523.4580553858079,243.1857933340598,0.7296801337383818,False,True,0.0,442848.27082237665,1148947.7220254836
1526,0.09785,0.1152,0.12575,0.15605,0.18965,0.20345,0.1895,0.20965,0.22205,0.2035,0.20222045,0.07909122,-0.24384642,0.095174395,-3.3290450577183557,-11.162466050067117,-7.833420992348762,2903,70.3187,5.762435,1.9265974,78.84627,731.5309296201751,6.569104753069455,3.0,1402.8593267754716,467.61977559182384,451.4188559500785,0.6823944347701083,False,True,0.0,442848.27082237665,1149047.7220254836
1527,0.2479,0.2662,0.2862,0.2759,0.2762,0.2744,0.2828,0.2718,0.2695,0.2372,-0.0059753917,-0.024081118,-0.030236762,0.023011763,-4.622624674352391,-11.661808183680666,-7.039183509328275,3765,70.3187,5.760095,2.693878,81.49854,1027.5455584909846,11.49582842978462,1.0,592.1285085483215,592.1285085483215,0.0,0.5238108898363504,False,True,0.0,442848.27082237665,1149147.7220254836
1528,0.0641,0.0872,0.0907,0.1331,0.1776,0.1951,0.1956,0.2117,0.2249,0.1785,0.3663989,0.06967896,-0.38330975,0.09716671,0.3294623638891746,-10.787189656066374,-11.116652019955549,3760,70.3187,7.8883076,1.6526463,83.816246,632.2418425155029,17.059650039807995,1.0,716.448390367178,716.448390367178,0.0,0.7019108370044121,False,True,0.0,442848.27082237665,1149247.7220254836
1529,0.0497,0.0757,0.0752,0.149,0.2362,0.2649,0.267,0.2965,0.2736,0.1693,0.56049097,0.012208698,-0.5582141,0.048234444,-8.781969417180118,-14.7614681812491,-5.979498764068982,3284,70.3187,7.5397162,2.8721297,85.63182,817.9866203551298,23.117081107877674,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442848.27082237665,1149347.7220254836
1530,0.0771,0.0969,0.1143,0.1612,0.2448,0.2739,0.2618,0.2999,0.3116,0.2285,0.39218292,0.086850375,-0.45971563,0.11375521,-8.66955864807603,-15.187138834528266,-6.517580186452236,2367,70.3187,9.822319,2.103946,87.34424,823.1345970565856,30.55981055708234,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442848.27082237665,1149447.7220254836
1531,0.1919,0.2209,0.2384,0.2394,0.2357,0.2364,0.2398,0.249,0.3043,0.3021,0.0029276637,0.118544385,-0.041024543,0.11391626,-4.1065346579333095,-8.325908340780929,-4.219373682847619,3224,70.80162,7.4566884,3.6043546,87.54578,589.0626859825699,36.737365241011574,7.0,4622.6996243016465,660.3856606145209,524.5897062078632,0.6752453256926472,False,True,0.0,442848.27082237665,1149547.7220254836
1532,0.1299,0.1494,0.1875,0.229,0.222,0.2291,0.1985,0.2305,0.2998,0.2938,0.028497428,0.2032912,-0.14113255,0.19480199,-3.17327309300702,-11.90003865823822,-8.7267655652312,5086,70.80162,2.9752285,2.1455185,88.91775,699.0881347758369,42.37343113762123,2.0,1028.73077261768,514.36538630884,552.7989717280135,0.64217740573328,False,True,0.0,442848.27082237665,1149647.7220254836
1533,0.0782,0.106,0.1106,0.1534,0.2287,0.2494,0.2603,0.263,0.2344,0.1915,0.40361288,-0.052354973,-0.4212394,0.00950984,-7.371095493190701,-15.461311481682372,-8.090215988491671,3314,70.80162,4.8694515,2.0078676,89.32463,604.4586695858736,47.677244696609485,1.0,123.40137507277028,123.40137507277028,0.0,0.6275222485616068,False,True,0.0,442848.27082237665,1149747.7220254836
1534,0.2055,0.2343,0.252,0.2676,0.2629,0.2599,0.246,0.261,0.3207,0.3234,-0.012048187,0.13181575,-0.024359783,0.11833629,-4.831880877394871,-12.219493894440397,-7.387613017045526,4706,70.80162,7.26046,4.1806493,91.1425,148.77213559351725,52.971757819574016,4.0,4675.555478896477,1168.8888697241193,1253.5384081040434,0.6514438796262425,False,True,0.0,442848.27082237665,1149847.7220254836
1535,0.1167,0.1465,0.1619,0.2003,0.2271,0.241,0.22,0.2562,0.2583,0.2354,0.15213406,0.08007528,-0.20054567,0.11031841,-4.98816318051621,-12.482495283890499,-7.494332103374289,3346,70.80162,2.9694703,1.21568,92.549644,292.08640089590455,58.2754095993418,1.0,702.5670497821507,702.5670497821507,0.0,0.7757088884441805,False,True,0.0,442848.27082237665,1149947.7220254836
1536,0.1081,0.1264,0.1348,0.1511,0.1741,0.1862,0.1915,0.2128,0.2744,0.254,0.17376645,0.17793518,-0.20478137,0.15462755,-6.809801949145019,-14.708306264975285,-7.898504315830266,3332,80.806206,4.181034,2.3534453,101.7855,446.15721405065125,70.1643237710911,1.0,635.4762590205075,635.4762590205075,0.0,0.5629181155443985,False,True,0.0,442848.27082237665,1150047.7220254836
1537,0.0803,0.1124,0.1277,0.1726,0.2514,0.2753,0.2805,0.301,0.2693,0.1876,0.3743263,-0.020371009,-0.42784426,0.04776988,-7.329390498703579,-13.567684835357376,-6.238294336653797,3228,80.806206,3.0397933,0.86902803,105.82772,0.0,75.59235295286332,0.0,0.0,0.0,0.0,0.0,False,True,0.0,442848.27082237665,1150147.7220254836
